Id,Price
1464,99.269708
1465,50.904681
1466,129.964381
1467,111.126426
1468,158.514368
1469,55.880132
1470,181.361209
1471,88.402614
1472,194.718486
1473,226.355215
1474,273.763005
1475,105.959604
1476,134.848586
1477,63.524675
1478,129.424288
1479,139.18463
1480,269.739442
1481,98.340634
1482,243.997763
1483,120.124841
1484,193.268099
1485,71.911574
1486,165.774533
1487,89.72701
1488,121.204773
1489,71.107203
1490,12.013197
1491,51.60341
1492,158.330994
1493,57.693505
1494,102.900408
1495,119.023388
1496,47.336513
1497,29.927317
1498,101.047235
1499,39.269852
1500,135.853771
1501,139.800642
1502,249.611849
1503,62.176451
1504,69.414641
1505,177.487656
1506,206.605187
1507,4.750165
1508,367.442776
1509,67.653021
1510,312.699395
1511,337.311342
1512,261.120482
1513,23.087591
1514,165.820099
1515,141.506037
1516,70.13124
1517,145.312684
1518,109.938415
1519,244.256962
1520,81.660926
1521,237.660451
1522,125.207151
1523,63.687112
1524,119.082435
1525,33.674469
1526,104.120361
1527,179.684106
1528,116.36943
1529,144.887082
1530,91.238611
1531,149.024571
1532,94.946413
1533,69.968509
1534,154.626299
1535,121.469516
1536,199.149268
1537,60.320119
1538,66.639835
1539,486.971377
1540,35.253313
1541,34.851526
1542,230.407236
1543,98.96903
1544,-1.046062
1545,35.408728
1546,223.238507
1547,106.258286
1548,314.898833
1549,163.036147
1550,169.166102
1551,117.214333
1552,174.129594
1553,79.663284
1554,60.029762
1555,252.75598
1556,63.416985
1557,185.08254
1558,66.13391
1559,98.157436
1560,439.03829
1561,103.34468
1562,208.30776
1563,23.263348
1564,324.035837
1565,228.793681
1566,33.48342
1567,84.456809
1568,100.054125
1569,43.105874
1570,166.104803
1571,73.928504
1572,407.944728
1573,192.718057
1574,191.990734
1575,83.744199
1576,311.582098
1577,93.682693
1578,311.063915
1579,74.432693
1580,190.342881
1581,106.858402
1582,-15.555431
1583,116.34507
1584,30.928209
1585,142.206046
1586,58.654112
1587,169.708579
1588,168.537438
1589,91.448261
1590,93.075833
1591,252.378643
1592,97.792011
1593,45.30787
1594,53.369632
1595,157.711908
1596,25.825615
1597,258.619922
1598,88.462193
1599,270.35666
1600,32.132716
1601,149.937942
1602,173.667174
1603,267.546054
1604,195.750688
1605,90.503266
1606,71.736354
1607,119.346412
1608,198.492783
1609,335.106331
1610,166.875858
1611,68.479944
1612,17.161656
1613,48.746495
1614,209.125347
1615,92.587795
1616,151.071623
1617,128.039943
1618,119.10315
1619,84.50478
1620,86.084764
1621,48.171532
1622,19.495482
1623,104.967691
1624,256.699491
1625,343.328353
1626,200.41079
1627,296.754739
1628,38.349519
1629,29.522953
1630,34.529959
1631,311.480803
1632,116.774964
1633,94.00645
1634,124.781203
1635,149.288245
1636,135.570649
1637,120.826998
1638,335.725794
1639,49.562275
1640,33.147212
1641,46.531652
1642,95.19698
1643,29.084707
1644,93.87081
1645,81.354766
1646,267.470287
1647,290.240204
1648,124.146698
1649,104.757573
1650,144.686545
1651,207.264858
1652,7.655102
1653,193.095942
1654,106.716804
1655,81.544473
1656,4.238683
1657,227.919995
1658,150.784079
1659,180.490419
1660,199.112353
1661,169.878186
1662,114.449639
1663,19.400718
1664,102.577202
1665,136.950482
1666,96.462424
1667,76.921526
1668,124.006766
1669,85.798752
1670,140.982832
1671,90.977925
1672,86.161441
1673,292.625579
1674,175.645883
1675,187.985093
1676,15.580277
1677,173.577541
1678,102.829079
1679,224.871731
1680,144.026764
1681,25.377595
1682,206.27271
1683,72.033723
1684,200.854683
1685,141.183657
1686,31.989267
1687,110.374808
1688,79.269729
1689,88.052602
1690,138.663494
1691,56.007263
1692,30.594774
1693,55.841702
1694,126.479123
1695,179.322644
1696,311.454256
1697,120.814633
1698,117.595216
1699,114.80899
1700,57.616233
1701,64.501051
1702,63.206011
1703,37.353946
1704,136.427236
1705,164.112838
1706,177.076704
1707,334.298436
1708,300.15627
1709,73.837006
1710,95.930591
1711,240.587114
1712,161.187399
1713,69.877442
1714,254.562479
1715,173.142737
1716,126.25692
1717,168.78147
1718,89.327702
1719,195.223576
1720,356.099586
1721,47.243203
1722,147.685137
1723,137.05008
1724,-26.671142
1725,26.876946
1726,83.295689
1727,46.916034
1728,46.927644
1729,85.754437
1730,63.594737
1731,355.012281
1732,50.385284
1733,216.408824
1734,47.108039
1735,69.440287
1736,286.565181
1737,224.231336
1738,231.926519
1739,219.479317
1740,250.837383
1741,90.032684
1742,228.652803
1743,76.53178
1744,128.530777
1745,49.327784
1746,120.480729
1747,237.963264
1748,207.139493
1749,82.577637
1750,146.197668
1751,141.421464
1752,82.344408
1753,-4.371877
1754,232.788455
1755,205.539599
1756,153.068091
1757,60.042186
1758,148.933386
1759,105.770611
1760,329.018309
1761,78.476034
1762,165.365393
1763,113.873747
1764,196.228064
1765,200.256239
1766,90.208695
1767,104.563028
1768,186.903274
1769,14.120448
1770,86.457761
1771,36.758974
1772,113.700979
1773,293.059902
1774,62.511191
1775,46.804337
1776,304.518245
1777,164.651054
1778,105.470319
1779,142.905471
1780,137.977673
1781,120.681655
1782,133.088631
1783,261.93111
1784,139.127542
1785,85.483393
1786,169.196109
1787,181.871151
1788,97.488049
1789,162.262091
1790,224.693549
1791,133.05176
1792,25.940147
1793,69.192224
1794,157.322871
1795,-5.289079
1796,43.457856
1797,109.493617
1798,109.589298
1799,370.491792
1800,226.11318
1801,91.013305
1802,309.786938
1803,174.61185
1804,195.800286
1805,28.031745
1806,91.552808
1807,110.27763
1808,230.428277
1809,97.635692
1810,74.242694
1811,129.907689
1812,124.26898
1813,188.458582
1814,97.832653
1815,140.720648
1816,58.002875
1817,209.321643
1818,149.874144
1819,73.617372
1820,78.07057
1821,133.498478
1822,149.714915
1823,113.366299
1824,46.145538
1825,249.197595
1826,40.3732
1827,214.315942
1828,177.234432
1829,80.469698
1830,94.662309
1831,128.692313
1832,158.710658
1833,95.915962
1834,347.689605
1835,44.100326
1836,58.095015
1837,-28.887215
1838,76.631586
1839,90.647774
1840,57.75255
1841,196.894329
1842,73.67134
1843,141.43063
1844,222.867881
1845,258.416442
1846,37.519765
1847,85.286928
1848,72.49385
1849,92.381857
1850,112.636363
1851,47.080282
1852,87.130846
1853,86.567953
1854,104.927266
1855,327.287789
1856,147.079738
1857,38.908794
1858,194.735575
1859,123.846347
1860,167.120362
1861,121.849438
1862,76.694621
1863,5.807435
