Id,Price
1464,119.985902
1465,61.582113
1466,99.923171
1467,109.006284
1468,147.528055
1469,84.099273
1470,144.71168
1471,86.753027
1472,139.952419
1473,228.436735
1474,242.744228
1475,100.982465
1476,117.266926
1477,65.226964
1478,82.739375
1479,145.697715
1480,202.424754
1481,83.535789
1482,166.7913
1483,93.371685
1484,142.123233
1485,111.09736
1486,154.660128
1487,92.497665
1488,107.488447
1489,80.957766
1490,21.067594
1491,39.836102
1492,189.426652
1493,101.365928
1494,90.248331
1495,100.773542
1496,40.556088
1497,54.01922
1498,107.853641
1499,71.291769
1500,132.404422
1501,86.15915
1502,294.162616
1503,46.136177
1504,64.514611
1505,200.344606
1506,221.760279
1507,14.58166
1508,446.997666
1509,90.182567
1510,432.519624
1511,267.618592
1512,221.22785
1513,18.898048
1514,130.532785
1515,46.44846
1516,90.436778
1517,92.81174
1518,98.386134
1519,286.368445
1520,80.220022
1521,205.904238
1522,116.458536
1523,71.178979
1524,96.481105
1525,82.240665
1526,98.834003
1527,144.160599
1528,120.654349
1529,163.561202
1530,52.062808
1531,149.018386
1532,126.776939
1533,67.006538
1534,129.724764
1535,157.445945
1536,182.43284
1537,25.059489
1538,64.732655
1539,332.825658
1540,22.084348
1541,47.235013
1542,174.775822
1543,85.064817
1544,16.900294
1545,37.188833
1546,163.319446
1547,92.429484
1548,321.773165
1549,129.928823
1550,116.261678
1551,163.471423
1552,172.986723
1553,90.411397
1554,31.715822
1555,237.059551
1556,91.606135
1557,165.762386
1558,81.750638
1559,99.888551
1560,350.631002
1561,92.93154
1562,199.794131
1563,30.647604
1564,249.692728
1565,65.164381
1566,59.051619
1567,93.492732
1568,114.362301
1569,14.505682
1570,121.876163
1571,84.891873
1572,482.191972
1573,168.434424
1574,214.519971
1575,165.575175
1576,901.565841
1577,96.502309
1578,805.520508
1579,108.116972
1580,162.911814
1581,106.695002
1582,18.085627
1583,121.458616
1584,61.741463
1585,139.361492
1586,52.259129
1587,189.702869
1588,111.265574
1589,90.583203
1590,95.994294
1591,279.698837
1592,49.298281
1593,89.821001
1594,165.692303
1595,106.6479
1596,32.201052
1597,153.877792
1598,57.763981
1599,195.731584
1600,-34.740019
1601,229.577839
1602,113.230985
1603,291.49849
1604,172.075612
1605,99.780536
1606,95.469783
1607,113.508143
1608,121.608695
1609,311.86407
1610,217.253986
1611,96.810971
1612,54.627737
1613,76.517567
1614,134.486384
1615,86.560684
1616,218.086856
1617,101.27482
1618,96.906335
1619,91.291394
1620,54.637902
1621,96.124951
1622,72.755483
1623,85.170476
1624,213.972888
1625,385.255834
1626,194.170698
1627,304.854043
1628,84.136242
1629,55.78263
1630,0
1631,-34.686906
1632,1012.689846
1633,42.861036
1634,0
1635,214.607854
1636,0
1637,42.41095
1638,0
1639,1069.013291
1640,0
1641,-205.73278
1642,0
1643,-692.976554
1644,0
1645,2607.911262
1646,0
1647,310.916809
1648,0
1649,661.30693
1650,0
1651,-468.530951
1652,0
1653,2331.538419
1654,0
1655,-63.32801
1656,0
1657,-225.969195
1658,0
1659,9.413718
1660,0
1661,-925.187432
1662,0
1663,-206.649083
1664,0
1665,2105.721022
1666,0
1667,574.041383
1668,0
1669,582.089833
1670,0
1671,154.660128
1672,0
1673,-161.761824
1674,0
1675,1386.048405
1676,0
1677,338.260402
1678,0
1679,704.658906
1680,0
1681,103.339264
1682,0
1683,1641.574783
1684,0
1685,-473.854034
1686,0
1687,1378.174248
1688,0
1689,-440.410057
1690,0
1691,-866.828724
1692,0
1693,-667.702923
1694,0
1695,535.104217
1696,0
1697,2662.12002
1698,0
1699,1247.218363
1700,0
1701,70.560284
1702,0
1703,-44.329838
1704,0
1705,1007.749707
1706,0
1707,678.740122
1708,358.947781
1709,0
1710,2663.71133
1711,0
1712,1806.457258
1713,0
1714,-875.875471
1715,0
1716,102.629147
1717,0
1718,171.680623
1719,0
1720,1.097284
1721,0
1722,2011.885491
1723,0
1724,87.35063
1725,0
1726,-61.986493
1727,0
1728,-4.504566
1729,0
1730,1651.572877
1731,0
1732,-131.2437
1733,0
1734,585.699861
1735,0
1736,941.41765
1737,0
1738,1871.694247
1739,0
1740,271.8043
1741,0
1742,-228.005835
1743,0
1744,1037.806228
1745,0
1746,82.240665
1747,0
1748,666.746933
1749,0
1750,105.061185
1751,0
1752,176.822856
1753,-34.202857
1754,0
1755,2287.50737
1756,0
1757,1469.370375
1758,0
1759,216.738261
1760,0
1761,-656.061754
1762,0
1763,2911.919758
1764,0
1765,765.881955
1766,0
1767,280.664557
1768,0
1769,-180.022346
1770,-180.022346
1771,1431.682894
1772,0
1773,870.565578
1774,0
1775,-472.171159
1776,0
1777,-446.611909
1778,0
1779,695.783018
1780,0
1781,-49.762597
1782,0
1783,1510.418722
1784,0
1785,520.414097
1786,0
1787,2056.539332
1788,0
1789,-809.062898
1790,207.023934
1791,0
1792,151.29337
1793,0
1794,-508.565205
1795,0
1796,511.501345
1797,0
1798,81.750638
1799,218.817325
1800,1942.936196
1801,1468.482931
1802,0
1803,1327.716135
1804,0
